Город;Описание;Картинка;Голосов;Ссылка
ПРОКОПЬЕВСК;ЯВОРСКОГО 5А, МБОУ "ШКОЛА № 54" МУЖСКОЙ ТУАЛЕТ МБОУ "ШКОЛА № 54". ТРЕБУЕТСЯ ЗАМЕНА: УНИТАЗОВ, РАДИАТОРОВ, ПОДОКОННИКОВ, ОТКОСОВ, ОБЛИЦОВКИ СТЕН И ПОЛА.;https://www.promonado.ru/domestos-schools/thumb/77B50267-E8CC-4A4A-943E-4038C6DBE34E.jpg;161;https://www.promonado.ru/domestos-schools/?voteid=304
НОВОСИБИРСК;МБОУ СОШ №179, Г.НОВОСИБИРСК, УЛ. БАРЬЕРНАЯ , Д.8 ТУАЛЕТ НУЖДАЕТСЯ В РЕМОНТЕ. НЕТ КАБИНОК ИНДИВИДУАЛЬНЫХ И УСЛОВИЙ ДЛЯ ТОГО, ЧТОБЫ ДЕТИ СПОКОЙНО И КОМФОРТНО МОГЛИ СХОДИТЬ В ТУАЛЕТ.;https://www.promonado.ru/domestos-schools/thumb/C9403351-D720-491C-BF1C-AD707B9A7D36.jpg;51;https://www.promonado.ru/domestos-schools/?voteid=305
Г. СТАВРОПОЛЬ;Г. СТАВРОПОЛЬ, УЛ. ВАСЯКИНА 127А МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КАДЕТСКАЯ ШКОЛА ИМЕНИ ГЕНЕРАЛА ЕРМОЛОВА А.П. Г. СТАВРОПОЛЯ ПОСТОЯННЫЕ ПРОБЛЕМЫ С САНТЕХНИКОЙ: ЛОМАЮТСЯ СЛИВНЫЕ БАЧКИ, КРАНЫ ДЛЯ МЫТЬЯ РУК;https://www.promonado.ru/domestos-schools/thumb/D6EA9876-85B2-4CF9-B6B8-C372ABFF03FD.jpg;1;https://www.promonado.ru/domestos-schools/?voteid=308
ВОЛГОГРАД;ЕРЕМЕНКО 116, ГИМНАЗИЯ 12 А;https://www.promonado.ru/domestos-schools/thumb/FC66E047-7E3D-41E2-9F77-D197295E556C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=309
ОМСК;Г. ОМСК, УЛ. ТОВСТУХО 5А, НАЧАЛЬНАЯ ШКОЛА № 73 ОЧЕНЬ НУЖНА СОВРЕМЕННАЯ КРАСИВАЯ ТУАЛЕТНАЯ КОМНАТА ДЛЯ НАШИХ ШКОЛЬНИКОВ.;https://www.promonado.ru/domestos-schools/thumb/407B4E9B-99F3-4696-9A75-21C70C660E4C.jpg;58;https://www.promonado.ru/domestos-schools/?voteid=310
ВОЛГОГРАД;ГИМНАЗИЯ 12 ХОТЕЛОСЬ БЫ ЛУЧШЕ;https://www.promonado.ru/domestos-schools/thumb/E5FB91F9-D33A-46C5-813E-1D102E3D5576.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=311
;МБОУ СШ № 17, УЛ. ПУШКИНА, 3 ЖДЕМ РЕМОНТ ТУАЛЕТА.;https://www.promonado.ru/domestos-schools/thumb/45069E79-4425-421E-910A-52323FF9BCD9.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=312
ГОРОДСКОЙ ОКРУГ "ГОРОД ЛЕСНОЙ";ЛЕСНОЙ, ДЗЕРЖИНСКОГО 1 А, МБОУ СОШ № 64 ДОБРЫЙ ДЕНЬ! НАША ШКОЛА НУЖДАЕТСЯ В РЕМОНТАХ ТУАЛЕТОВ УЖЕ МНОГО ЛЕТ. КАПИТАЛЬНЫЕ РЕМОНТЫ В ШКОЛЕ НЕ ПРОВОДИЛИСЬ НИ РАЗУ, САНТЕХНИКА УСТАРЕВШАЯ, ВОДОПРОВОДЫ НУЖДАЮТСЯ В ЗАМЕНЕ. БУДЕМ ОЧЕНЬ БЛАГОДАРНЫ ЗА ПОМОЩЬ В УЛУЧШЕНИИ УСЛОВИЙ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/3D44CADC-76A1-4EDB-9D9D-4BAE3CFB7EF8.jpg;14;https://www.promonado.ru/domestos-schools/?voteid=313
ВОЛЖСКИЙ;ЛИЦЕЙ №1 ДОБРЫЙ ДЕНЬ! В НАШЕМ ЛИЦЕИ УЧАТСЯ ЗАМЕЧАТЕЛЬНЫЕ ДЕТКИ. И НАМ ХОЧЕТСЯ ИМЕТЬ ТАКОЙ ЖЕ ЗАМЕЧАТЕЛЬНЫЙ ШКОЛЬНЫЙ ТУАЛЕТ ДЛЯ ДЕТОК!;https://www.promonado.ru/domestos-schools/thumb/9068C1F8-E854-4795-B428-CFBE8A3DE243.jpg;114;https://www.promonado.ru/domestos-schools/?voteid=314
ВОЛЖСКИЙ;ВОЛЖСКИЙ, 40 ЛЕТ ПОБЕДЫ, 59, ЛИЦЕЙ №1 НАШИ ЛИЦЕИСТЫ БЛИСТАЮТ ЗНАНИЯМИ! ПУСТЬ И НАШИ ТУАЛЕТЫ БЛИСТАЮТ ЧИСТОТОЙ ВМЕСТЕ С ДОМЕСТОС!;https://www.promonado.ru/domestos-schools/thumb/046E32DB-2FA8-4BA9-AF4D-90CBDC7956AA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=315
Г. НЕФТЕКАМСК, СЕЛО ЭНЕРГЕТИК;Г. НЕФТЕКАМСК, С. ЭНЕРГЕТИК, УЛ. ВЫСОКОВОЛЬТНАЯ, Д. 15 МОАУ СОШ №15 ГОРОДСКОГО ОКРУГА ГОРОД НЕФТЕКАМСК РЕСПУБЛИКИ БАШКОРТОСТАН УНИТАЗЫ В ШКОЛЕ В ОЧЕНЬ ПЛОХОМ СОСТОЯНИИ: СКОЛЫ, РЖАВЧИНА, НАКИПЬ, ПЛОХО СЛИВАЕТСЯ, ПОСТОЯННО ТЕЧЁТ ВОДА;https://www.promonado.ru/domestos-schools/thumb/17C9CC25-0997-43E7-AF8F-592FD705D786.jpg;53;https://www.promonado.ru/domestos-schools/?voteid=316
ГОРОД НЕФТЕКАМСК;МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №12 ГОРОДСКОГО ОКРУГА ГОРОД НЕФТЕКАМСК РЕСПУБЛИКИ БАШКОРТОСТАН452687, РЕСПУБЛИКА БАШКОРТОСТАН, Г.НЕФТЕКАМСК. УЛ. К.МАРКСА 10Б СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12 НАЧАЛА СВОЮ РАБОТУ В 1987 ГОДУ. КОЛЛЕКТИВ ШКОЛЫ ВСЕГДА ОТЛИЧАЛСЯ СВОЕЙ СПЛОЧЕННОСТЬЮ, ВЗАИМОВЫРУЧКОЙ. НАИБОЛЕЕ ЯРКОЙ ЧЕРТОЙ, СТИЛЕМ НАШЕЙ ШКОЛЫ ВСЕГДА БЫЛИ И ОСТАЮТСЯ АТМОСФЕРА ПОЛНОГО ДОВЕРИЯ И ДОБРОЖЕЛАТЕЛЬНОСТИ СО СТОРОНЫ КОЛЛЕГ И АДМИНИСТРАЦИИ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/82A06FE5-FE30-4BAF-BF2D-184D047AA8A2.jpg;28;https://www.promonado.ru/domestos-schools/?voteid=317
НЕФТЕКАМСК;МОАУ СОШ7 ЛЕНИНА5Б НУЖЕН РЕМОНТ ТУАЛЕТОВ;https://www.promonado.ru/domestos-schools/thumb/DC72FDF6-AC29-48E2-929C-025FCC13A1A7.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=319
НЕФТЕКАМСК;НЕФТЕКАМСК СОЦИАЛИСТИЧЕСКАЯ 66 В СОШ 11 СТРАШНЫЙ И ОЧЕНЬ ОПАСНЫЙ САНУЗЕЛ, ТЯЖЕЛ ДЛЯ ПОСЕЩЕНИЯ ДЛЯ ДЕВОЧЕК И МАЛЬЧИКОВ. ПЛИТКА НА СТЕНАХ И ПОЛУ РАЗВАЛИВАЕТСЯ;https://www.promonado.ru/domestos-schools/thumb/A95D823B-92B7-46CC-AFC1-1F3F97B0E455.jpg;81;https://www.promonado.ru/domestos-schools/?voteid=321
НЕФТЕКАМСК;452684 РОССИЙСКАЯ ФЕДЕРАЦИЯ, РЕСПУБЛИКА БАШКОРТОСТАН, ГОРОД НЕФТЕКАМСК, УЛИЦА СОЦИАЛИСТИЧЕСКАЯ, ДОМ 45В, МОАУ СОШ №2 ГО Г. НЕФТЕКАМСК ПРИВЕТСТВУЕМ ВСЕХ! НАША ШКОЛА СТАРЕЙШАЯ ШКОЛА В ГОРОДЕ, ГОТОВИМСЯ К 60-ЛЕТНЕМУ ЮБИЛЕЮ! ОЧЕНЬ НАДЕЕМСЯ НА ПОБЕДУ В КОНКУРСЕ!;https://www.promonado.ru/domestos-schools/thumb/8D28754E-8404-447A-AFF8-47AB42535869.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=322
НЕФТЕКАМСК;РБ, Г. НЕФТЕКАМСК, УЛ. СОЦИАЛИСТИЧЕСКАЯ Д. 62 В, МОАУ СОШ №11 РЕМОНТ В ШКОЛЬНОМ ТУАЛЕТЕ;https://www.promonado.ru/domestos-schools/thumb/09648CC0-A9BA-4DFB-AC65-77CA0A8F9A0F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=323
НЕФТЕКАМСК;ШКОЛА 11 В ШКОЛЕ УЖАСНЫЙ САН УЗЕЛ;https://www.promonado.ru/domestos-schools/thumb/80BF9ACF-AAE3-4937-9ECB-F4D63CD108A1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=324
НЕФТЕКАМСК;МОАУ СОШ 9, УЛ.ТРАКТОВАЯ 35 МОАУ СОШ 9 ГО Г.НЕФТЕКАМСК РЕСПУБЛИКИ БАШКОРТОСТАН ОСНОВАНА 1977 ГОДУ. НА СЕГОДНЯШНИЙ ДЕНЬ В ШКОЛЕ ОБУЧАЮТСЯ 757 УЧЕНИКОВ. В ТУАЛЕТАХ ЕЖЕГОДНО ПРОВОДИТСЯ ТОЛЬКО КОСМЕТИЧЕСКИЙ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/BECE4876-C195-4A3A-9E18-D8B20A060C90.jpg;57;https://www.promonado.ru/domestos-schools/?voteid=325
ГОРОД НЕФТЕКАМСК;МОАУ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 3 ГОРОДСКОГО ОКРУГА ГОРОД НЕФТЕКАМСК, 452684, РБ, Г. НЕФТЕКАМСК, ПРОСПЕКТ КОМСОМОЛЬСКИЙ, ДОМ 17 "Б" ИНЖЕНЕРНЫЕ СЕТИ СОСТОЯТ ИЗ УСТАРЕВШЕГО ФИЗИЧЕСКИ И МОРАЛЬНО ОБОРУДОВАНИЯ. В ТУАЛЕТАХ СМОНТИРОВАНЫ НАВЕСНЫЕ СМЫВНЫЕ БАЧКИ, НЕПРИГОДНЫЕ К ИСПОЛЬЗОВАНИЮ В СВЯЗИ С ОТСУТСТВИЕМ ЗАПАСНЫХ ЧАСТЕЙ. ИМЕЮТСЯ МНОЖЕСТВЕННЫЕ ДЕФЕКТЫ (СКОЛЫ, ТРЕЩИНЫ) НА РАКОВИНАХ И УНИТАЗАХ. КАНАЛИЗАЦИОННЫЕ И ВОДОПРОВОДНЫЕ ТРУБЫ ВЫРАБОТАЛИ СВОЙ РЕСУРС, ПРОРЖАВЕЛИ, ИМЕЮТ НИЗКУЮ ПРОХОДНУЮ СПОСОБНОСТЬ(ЗАБИТЫ) И ТРЕБУЮТ ЗАМЕНЫ. КАФЕЛЬНАЯ ПЛИТКА В ТУАЛЕТАХ СИЛЬНО ИЗНОШЕНА. НАБЛЮДАЕТСЯ ОТСЛАИВАНИЕ ПЛИТОК ОТ СТЕНЫ, ПОВРЕЖДЕНИЕ ПЛИТОК(СКОЛЫ, ТРЕЩИНЫ).;https://www.promonado.ru/domestos-schools/thumb/D2FDBBB7-087C-4326-90F9-60475833237D.jpg;64;https://www.promonado.ru/domestos-schools/?voteid=326
Г. НЕФТЕКАМСК;БАШКОРТОСТАН Г. НЕФТЕКАМСК УЛ. СОЦИАЛИСТИЧЕСКАЯ 54 А МОАУ СОШ 6 ВВОД В ЭКСПЛУАТАЦИЮ В 1971 ГОДУ. ЗА 50 ЛЕТ НИ РАЗУ НЕ БЫЛ КАПИТАЛЬНЫЙ РЕМОНТ САНУЗЛОВ. РЕМОНТ ПРОИЗВОДИМ СВОИМИ СИЛАМИ.;https://www.promonado.ru/domestos-schools/thumb/53E07AA7-E2A6-40ED-B622-FED478A8A745.jpg;508;https://www.promonado.ru/domestos-schools/?voteid=327
Г. НЕФТЕКАМСК;БАШКОРТОСТАН Г. НЕФТЕКАМСК УЛ. СОЦИАЛИСТИЧЕСКАЯ 54 А МОАУ СОШ 6 НАШЕЙ ШКОЛЕ 50 ЛЕТ, ЗА ЭТО ВРЕМЯ НИ РАЗУ НЕ БЫЛО КАПРЕМОНТА САНУЗЛОВ.;https://www.promonado.ru/domestos-schools/thumb/53E07AA7-E2A6-40ED-B622-FED478A8A745.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=328
НЕФТЕКАМСК;УЛИЦА СОЦИАЛИСТИЧЕСКОЙ 62В МОАУ СОШ 11 ТУАЛЕТЫ В ПЛАЧЕВНОМ СОСТОЯНИИ. ХОЧЕТСЯ СДЕЛАТЬ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/9B1B0EAB-1342-4C6F-B4EA-13322006FDA2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=330
НЕФТЕКАМСК;МОАУ СОШ 16 РЕСП. БАШКОРТОСТАН, Г.НЕФТЕКАМСК, УЛ. ПОБЕДЫ, Д.10 КАПИТАЛЬНЫЙ РЕМОНТ ПОМЕЩЕНИЙ САНУЗЛОВ НЕ ПРОВОДИЛСЯ С 1981 ГОДА. ТРЕБУЕТСЯ ЗАМЕНА НАПОЛЬНОЙ И НАСТЕННОЙ КЕРАМИЧЕСКОЙ ПЛИТКИ, САНТЕХОБОРУДОВАНИЯ, ОСВЕТИТЕЛЬНЫХ ПРИБОРОВ. ОБЩЕЕ КОЛИЧЕСТВО САНУЗЛОВ - 15 ПОМЕЩЕНИЙ.;https://www.promonado.ru/domestos-schools/thumb/E7DACC9E-8B01-4AB5-B2AA-4E82DC36290A.jpg;27;https://www.promonado.ru/domestos-schools/?voteid=331
НЕФТЕКАМСК;МОАУ "БАШКИРСКАЯ ГИМНАЗИЯ" РЕСПУБЛИКА БАШКОРТОСТАН, ГОРОД НЕФТЕКАМСК, УЛИЦА ЛЕНИНА 84 А ТУАЛЕТЫ ДЛЯ ОБУЧАЮЩИХСЯ НУЖДАЮТСЯ В РЕМОНТЕ И НОВОЙ САНТЕХНИКЕ;https://www.promonado.ru/domestos-schools/thumb/AD5F52AD-8EAB-4A9C-A937-8D241533DF76.jpg;1;https://www.promonado.ru/domestos-schools/?voteid=332
НЕФТЕКАМСК;НЕФТЕКАМСК, СОЦИАЛИСТИЧЕСКАЯ 62В ШКОЛА 11 ОЧЕНЬ ВСЕ СТАРОЕ, САМА УЧИЛАСЬ, ДО СИХ ПОР ЭТИ ТУАЛЕТЫ СТОЯТ.;https://www.promonado.ru/domestos-schools/thumb/FCBB984B-1D0A-41B4-BDAD-27C7C7DC0CCE.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=333
НЕФТЕКАМСК;МОАУ СОШ11, УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62В ШКОЛЬНЫЕ ТУАЛЕТЫ НУЖДАЮТСЯ В БЛАГОУСТРОЙСТВЕ;https://www.promonado.ru/domestos-schools/thumb/1C403314-06B0-4559-B092-55C44BE2EF72.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=334
НЕФТЕКАМСК РЕСПУБЛИКИ БАШКОРТОСТАН;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В МОБУ СОШ 11 ОЧЕНЬ ХОЧЕТСЯ СОВРЕМЕННЫЙ ТУАЛЕТ В ШКОЛЕ, СТРАШНО ЗАХОДИТЬ В ТАКОЙ;https://www.promonado.ru/domestos-schools/thumb/D1871AD1-B8B3-4052-A9CC-E367899264ED.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=335
Р.П. СТАРОТИМОШКИНО;МОУ СОШ Р.П. СТАРОТИМОШКИНО МО "БАРЫШСКИЙ РАЙОН" 433742, УЛЬЯНОВСКАЯ ОБЛАСТЬ, БАРЫШСКИЙ РАЙОН, Р.П. СТАРОТИМОШКИНО, УЛ. САДОВАЯ, Д.2 ЕДИНСТВЕННЫЙ ТУАЛЕТ ШКОЛЫ ОБСЛУЖИВАЕТ 266 ОБУЧАЮЩИХСЯ И БОЛЕЕ 50 СОТРУДНИКОВ. ПОСЛЕДНИЙ РЕМОНТ ПРОВОДИЛСЯ В 2004 ГОДУ. ТУАЛЕТ НУЖДАЕТСЯ В РЕМОНТЕ И ЗАМЕНЕ САНИТАРНО-ТЕХНИЧЕСКОГО ОБОРУДОВАНИЯ, В ПОСТОЯННОЙ ПОДДЕРЖКЕ САНИТАРНО-ГИГИЕНИЧЕСКОГО СОСТОЯНИЯ.;https://www.promonado.ru/domestos-schools/thumb/275A8FB2-672E-491E-B818-2586E48C67FE.jpg;401;https://www.promonado.ru/domestos-schools/?voteid=336
НЕФТЕКАМСК;МОАУ СОШ √11, УЛ. СОЦИАЛИСТИЧЕСКАЯ Д.62В ТУАЛЕТЫ В ШКОЛЕ БУДТО ИЗ ПРОШЛОГО. НЕУДОБНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ И В УДРУЧАЮЩЕМ СОСТОЯНИИ.;https://www.promonado.ru/domestos-schools/thumb/73350F85-7880-458B-B558-D33DEBC0398F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=337
;МОАУ СОШ11, РБ, Г.НЕФТЕКАМСК, УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62В ТУАЛЕТЫ НЕ РЕМОНТИРОВАЛИСЬ С ГОДА ПОСТРОЙКИ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/D2FCFF47-A4E4-42FC-AE5C-45F8758BB001.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=338
НЕФТЕКАМСК;ШКОЛА 11 Г НЕФТЕКАМСК УЛ. СОЦИАЛИСТИЧЕСКАЯ 62 В ТРЕБУЕТСЯ РЕМОНТ ТУАЛЕТОВ;https://www.promonado.ru/domestos-schools/thumb/83A2ADCC-DEE5-49E4-AABB-1073A3D8248D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=342
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СРЕДНЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА 11 ТУАЛЕТ В ШКОЛЕ;https://www.promonado.ru/domestos-schools/thumb/CB3B9D34-0652-4371-B47D-09283E160B16.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=344
НЕФТЕКАМСК;РБ БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ, ТРАКТОВАЯ Д 35. МОАУ СОШ N 9 САНУЗЛЫ В УЖАСНОМ СОСТОЯНИИ.;https://www.promonado.ru/domestos-schools/thumb/AE8D506D-6C6D-46B0-A1AC-3CD0B7D94A93.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=345
НЕФТЕКАМСК;МОАУ СОШ 11 В ШКОЛЬНЫХ ТУАЛЕТАХ НЕТ КАБИНОК,ТОЛЬКО ПЕРЕГОРОДКИ, НО И ОНИ МОГУТ ОТСУТСТВОВАТЬ. ПОДРОСТКИ СТЕСНЯЮТСЯ ПОСЕЩАТЬ ИХ НА ПЕРЕМЕНЕ И ОТПРАШИВАЮТСЯ ВО ВРЕМЯ УРОКОВ.;https://www.promonado.ru/domestos-schools/thumb/F731A02D-8757-4C94-A2EB-33A605CF6FFF.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=346
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62 В СОШ 11 УЖАСНОЕ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/58AE192E-D378-4A17-BC1A-36CF66371D1C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=347
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В СРОЧНО НУЖЕН РЕМОНТ ТУАЛЕТОВ В ШКОЛЕ, УЖАСНО;https://www.promonado.ru/domestos-schools/thumb/208ED084-C4A8-4755-8D80-9770CC6E98CA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=350
НЕФТЕКАМСК;СОЦКАЯ 62 В УЖАСНЫЙ, ВОНЮЧИЙ, ГРЯЗНЫЙ ТУАЛЕТ. НЕТ ДВЕРЕЙ, ПЛЕСЕНЬ...;https://www.promonado.ru/domestos-schools/thumb/C82215FE-D281-4AF7-B854-0484762FD0A9.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=351
Г. НЕФТЕКАМСК, РЕСПУБЛИКА БАШКОРТОСТАН;МОАУ СОШ № 11 УЛ. СОЦИАЛИСТИЧЕСКАЯ Д. 62В ТУАЛЕТЫ В УЖАСНОМ СОСТОЯНИИ, ОЧЕНЬ НУЖЕН РЕМОНТ;https://www.promonado.ru/domestos-schools/thumb/77AD3744-4992-49ED-98F6-A4B61C61D88B.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=353
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62Б МОАУ СОШ НОМЕР 11 ТУАЛЕТЫ УЖАСНЫЕ, НЕТ ПЕРЕГОРОДОК, СТОИТ УЖАСНЫЙ ЗАПАХ, ПЛИТКА СЛОМАНА;https://www.promonado.ru/domestos-schools/thumb/5E7C90CB-13BB-4722-AE33-007E4059C9A2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=354
НЕФТЕКАМСК;РЕСПУБЛИКА БАШКОРТОСТАН ГОРОД НЕФТЕКАМСК УЛИЦА ДЗЕРЖИНСКОГО, 18, МОАУ СОШ 14 ЗДРАВСТВУЙТЕ. ТУАЛЕТ НАШЕЙ ШКОЛЫ НУЖДАЕТСЯ В ХОРОШЕМ РЕМОНТЕ. ТРЕБУЕТСЯ ЗАМЕНА УНИТАЗОВ И РАКОВИН. ТАК КАК ЗА ДОЛГОЕ ВРЕМЯ ОНИ ПРИШЛИ В НЕПРИГОДНОЕ СОСТОЯНИЕ.;https://www.promonado.ru/domestos-schools/thumb/BD85B2AE-6B37-4B7F-9E4E-EB32ACFD3AC4.jpg;3;https://www.promonado.ru/domestos-schools/?voteid=355
НЕФТЕКАМСК;МОАУ СОШ√11, УЛ.СОЦИАЛИСТИЧЕСКАЯ Д.62В ЗДРАВСТВУЙТЕ. НАШИ ТУАЛЕТЫ НАХОДЯТСЯ В УЖАСНОМ СОСТОЯНИИ. ВРЕМЕН СССР;https://www.promonado.ru/domestos-schools/thumb/C706461E-43E3-4B87-BFAC-0B69E0DFC254.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=356
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62 В СОШ 11 РЕМОНТА ТУТ СОВСЕМ НЕБЫЛО;https://www.promonado.ru/domestos-schools/thumb/C305F255-71C4-4341-A1A6-CAE84471B647.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=357
НЕФТЕКАМСК;Г. НЕФТЕКАМСК УЛ. СОЦИАЛИСТИЧЕСКАЯ, 64, МОБУ СОШ 11 ЗАМЕНА САНТЕХНИКИ, РЕМОНТ ТУАЛЕТОВ;https://www.promonado.ru/domestos-schools/thumb/278A3964-6DEC-4133-836A-0BC7E6669160.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=358
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62 В, МОАУ СОШ 11 ТУАЛЕТЫ В УЖАСНОМ СОСТОЯНИИ, РАБОТАЮТ ПО ОЧЕРЕДИ, В СВЯЗИ С ПОЛОМКАМИ...;https://www.promonado.ru/domestos-schools/thumb/CE0E23CE-0C39-470C-A033-8F968E7DCBDA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=359
НЕФТЕКАМСК;Г.НЕФТЕКАМСК, УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В ПРОСИМ СДЕЛАТЬ РЕМОНТ В НАШЕЙ ШКОЛЕ;https://www.promonado.ru/domestos-schools/thumb/7A8A591C-2953-458F-9ADE-B643FB9039BE.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=360
РБ Г.НЕФТЕКАМСК;УЛ.СОЦИАЛИСТИЧЕСКАЯ 62 В ШКОЛА 11 ТУАЛЕТЫ В УЖАСНОМ СОСТОЯНИИ, НЕТ ОТДЕЛЬНЫХ КАБИНОК. ПОЗОР 21 ВЕК.;https://www.promonado.ru/domestos-schools/thumb/FE82ABA7-8ACA-4731-86E4-BA7F609C21A1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=361
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В МОАСОШ #11 УЖАСНОЕ СОСТОЯНИЕ ТУАЛЕТОВ. ТРЕБУЕТСЯ РЕМОНТ;https://www.promonado.ru/domestos-schools/thumb/B50FAA1B-6227-4145-87FC-017CD2FF43B0.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=362
НЕФТЕКАМСК;НЕФТЕКАМСК, УЛИЦА СОЦИАЛИСТИЧЕСКАЯ 62В, СОШ 11 РАЗВЕ ЭТО ТУАЛЕТ В ОБРАЗОВАТЕЛЬНОМ УЧРЕЖДЕНИИ?! ОЧЕНЬ НУЖДАЕТСЯ В РЕМОНТЕ!!!;https://www.promonado.ru/domestos-schools/thumb/EADF3F98-11D6-4FFD-9A2E-49884DC18AFF.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=364
РБ Г.НЕФТЕКАМСК;УЛ.СОЦИАЛИСТИЧЕСКАЯ 62 В ШКОЛА 11 ПРОСТО УЖАСНЫЕ ТУАЛЕТЫ!!!!! НУЖНЫ ОТДЕЛЬНЫЕ КАБИНКИ С ДВЕРЦАМИ!!!!;https://www.promonado.ru/domestos-schools/thumb/FE82ABA7-8ACA-4731-86E4-BA7F609C21A1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=365
НЕФТЕКАМСК;МОАУ СОШ11 УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В РЕМОНТ ТУАЛЕТОВ;https://www.promonado.ru/domestos-schools/thumb/8067D03A-481E-4070-99D8-EDFAD06D3A56.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=366
НЕФТЕКАМСК;МОАУ СОШ 11 СОЦИАЛИСТИЧЕСКАЯ 62Б НАШ ШКОЛЬНЫЙ ТУАЛЕТ ОЧЕНЬ НУЖДАЕТСЯ В ОБНОВЛЕНИИ И РЕМОНТЕ. ДЕТИ ДОЛЖНЫ УЧИТСЯ В ХОРОШИХ УСЛОВИЯХ.;https://www.promonado.ru/domestos-schools/thumb/611DEC7E-CA52-48CA-B641-507314CB2F66.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=367
NEFTEKAMSK;МОАУ СОШ√11, УЛ.СОЦИАЛИСТИЧЕСКАЯ Д.62В НЕУДОБНЫЕ УНИТАЗЫ ДЛЯ ДЕТЕЙ, СТАРЫЕ ПЯТНА, КОТОРЫЕ НЕ ОТМЫВАЮТСЯ, ЗАПАХ КАНАЛИЗАЦИИ;https://www.promonado.ru/domestos-schools/thumb/3D663370-AD1D-4596-A88D-C5035585DBFA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=368
